Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,date,country
48900,0.68,Premium,G,VS2,61.7,57.0,2040.0,5.67,5.65,3.49,2022-09-15,Martinique
48901,0.59,Premium,G,VVS2,62.8,54.0,2040.0,5.41,5.34,3.38,2022-09-23,St Vincent/Grenadines
48902,0.54,Ideal,D,VS2,61.8,56.0,,5.25,5.23,3.24,2022-09-19,Sudan
48903,0.51,Very Good,F,VVS2,62.0,55.0,2041.0,5.11,5.14,3.17,2022-09-05,France
48904,0.51,Very Good,F,VVS2,62.0,56.0,2041.0,5.1,5.15,,2022-09-07,Lesotho
48905,0.5,Very Good,F,VVS2,61.9,59.0,2041.0,5.07,5.11,3.15,2022-08-30,Switzerland
48906,0.51,Very Good,F,VVS2,60.8,56.0,2041.0,5.17,5.2,3.15,2022-09-07,Lesotho
48907,0.62,Very Good,F,VS2,59.8,58.0,2041.0,5.55,5.59,3.33,2022-09-12,Colombia
48908,0.54,Ideal,E,,62.0,56.0,2041.0,5.26,5.23,3.25,2022-09-07,Andorra
48909,0.54,Ideal,G,VVS1,61.3,56.0,2041.0,5.25,5.27,3.23,2089-10-30,Nigeria
48910,0.54,Ideal,G,VVS1,61.6,,2041.0,5.22,5.24,3.22,2022-09-16,China
48911,0.54,Ideal,G,VVS1,61.9,54.0,2041.0,5.23,5.25,3.24,2022-09-02,Kyrgyzstan
48912,0.54,Ideal,G,VVS1,61.7,56.0,,5.24,5.26,3.24,2022-09-15,Senegal
48913,0.61,Ideal,G,VS1,61.8,56.0,2041.0,5.43,5.48,3.37,2022-09-15,Zimbabwe
48914,0.58,Ideal,E,,62.2,55.0,,5.38,5.42,3.36,2022-09-11,Bouvet Island
48915,0.58,Good,E,VS1,61.5,61.9,2041.0,5.3,5.34,3.27,2022-09-07,Papua New Guinea
48916,0.63,Ideal,D,SI1,62.8,57.0,2041.0,5.49,5.46,3.44,2022-09-04,Cayman Islands
48917,0.54,Ideal,,VS1,62.0,56.0,2041.0,5.25,5.17,3.23,2022-09-01,Cameroon
48918,0.54,Ideal,E,VS1,,56.0,2041.0,5.35,5.24,3.23,2022-09-23,Trinidad And Tobago
48919,0.54,Premium,E,VS1,60.3,58.0,,5.32,5.26,3.19,2022-09-26,Egypt
48920,0.7,Very Good,J,VVS1,63.3,55.0,2042.0,5.63,5.68,3.58,2022-09-16,Honduras
48921,0.7,Very Good,G,SI1,62.5,60.0,2042.0,5.64,5.68,3.54,,Venezuela
48922,0.7,Very Good,H,VS2,61.8,58.0,2042.0,5.66,5.73,3.52,2022-09-12,Bosnia And Herzegowina
48923,0.7,Premium,G,SI1,59.1,59.0,2042.0,5.77,5.83,3.43,2022-09-13,Uruguay
48924,0.7,Premium,G,SI1,61.2,60.0,2042.0,5.7,5.74,3.5,2022-09-23,Peru
48925,0.7,Very Good,G,SI1,60.6,57.0,2042.0,5.73,5.79,3.49,2022-09-25,Estonia
48926,0.7,Very Good,G,SI1,61.9,56.0,2042.0,5.68,5.73,3.53,2022-09-25,Lithuania
48927,0.74,Very Good,F,,,58.0,2042.0,5.75,5.71,3.62,2022-09-18,Moldova
48928,,Ideal,G,VVS1,62.0,55.0,2042.0,5.25,5.27,3.26,2022-09-01,Aruba
48929,0.74,Premium,F,SI1,58.8,,2042.0,5.88,,3.44,2104-08-25,Yemen
48930,0.74,Premium,E,SI1,,57.0,2042.0,5.83,5.79,3.57,2022-09-24,Congo
48931,0.74,Premium,I,SI2,59.8,58.0,2042.0,5.93,5.88,3.53,2022-09-08,French Guiana
48932,0.53,Very Good,E,VVS2,63.1,60.0,2043.0,5.12,5.08,3.22,,Virgin Islands (U.S.)
48933,0.7,Premium,F,SI2,61.5,58.0,2043.0,,5.67,3.51,2022-09-04,New Zealand
48934,0.57,Ideal,D,VS1,61.1,57.0,2043.0,5.33,5.37,3.27,2022-09-23,Seychelles
48935,0.57,Ideal,D,VS1,61.6,55.0,2043.0,5.33,,3.3,2022-08-30,Malaysia
48936,0.72,,D,SI2,,,2043.0,5.88,5.83,3.46,2022-09-12,Cayman Islands
48937,0.72,Premium,J,VS2,61.7,58.0,2043.0,5.77,5.67,3.53,2022-09-24,Egypt
48938,0.7,Very Good,J,VS2,63.3,58.0,2044.0,,5.63,3.56,2022-09-19,Finland
48939,0.53,Ideal,F,VVS2,62.3,56.0,2045.0,5.24,5.2,3.25,2022-09-23,Northern Mariana Islands
48940,0.52,Very Good,G,VVS1,61.9,61.0,2045.0,,5.13,3.17,2022-09-02,Nauru
48941,0.52,Very Good,G,VVS1,59.2,58.0,2045.0,5.28,5.31,3.14,2022-09-11,Panama
48942,0.69,Premium,E,VS2,61.0,60.0,2045.0,5.68,5.63,3.45,2022-08-30,Yemen
48943,0.71,Fair,G,SI1,65.0,58.0,,5.57,5.53,3.61,2022-09-17,Cayman Islands
48944,0.8,Premium,J,VS2,62.7,61.0,2045.0,5.89,5.84,3.68,2022-09-12,Denmark
48945,0.58,Very Good,F,VS1,62.4,55.0,2046.0,5.33,5.34,,2022-09-26,Bulgaria
48946,0.53,Ideal,,VS1,61.7,55.0,2046.0,5.18,5.22,,2022-09-15,Aruba
48947,0.58,Ideal,E,VS1,61.8,57.0,2046.0,5.33,5.35,,2022-09-18,Belgium
48948,0.98,Premium,H,I1,59.6,60.0,2046.0,6.61,6.48,3.89,2022-09-12,Mozambique
48949,0.71,Ideal,J,VS2,,59.0,2047.0,5.71,5.74,3.52,2022-09-02,Jordan
48950,0.7,Ideal,J,SI2,61.6,57.0,2047.0,5.73,5.69,3.52,2022-09-07,Cook Islands
48951,0.57,Premium,,,61.7,60.0,2047.0,5.32,5.28,3.27,2022-09-05,Sweden
48952,0.57,Premium,D,VS2,61.9,58.0,2047.0,5.35,5.32,3.3,2022-09-20,Egypt
48953,0.72,,I,VS1,64.0,56.0,2048.0,5.65,5.73,3.65,2022-09-09,Ethiopia
48954,0.7,Very Good,H,SI1,57.7,60.0,2048.0,5.85,5.9,3.39,2022-09-23,Bosnia And Herzegowina
48955,0.7,,H,SI1,63.0,55.0,,5.59,5.64,3.54,2022-09-20,Macau
48956,0.7,Very Good,H,SI1,62.0,,2048.0,5.65,5.7,3.52,2022-09-07,China
48957,0.7,Very Good,,SI1,63.3,58.0,2048.0,5.61,5.64,3.56,2022-09-25,Philippines
48958,0.7,,H,SI1,62.9,56.0,2048.0,5.64,5.68,3.56,,Venezuela
48959,0.79,Good,J,VS2,,59.0,2048.0,6.13,6.06,3.51,2022-09-16,Egypt
48960,0.61,Ideal,I,VVS1,61.9,56.0,2048.0,5.41,5.45,3.36,2091-03-31,Oman
48961,0.36,Ideal,D,SI2,62.0,56.0,537.0,4.56,4.6,2.84,2022-09-02,Lebanon
48962,,Very Good,G,SI1,62.0,59.0,537.0,4.53,4.56,2.82,2022-09-14,Poland
48963,0.34,Premium,H,VS2,61.3,60.0,537.0,4.47,4.53,2.76,2022-09-18,Iceland
48964,0.34,Premium,H,VS2,,59.0,537.0,4.55,4.61,2.7,2022-09-16,Cyprus
48965,0.36,Very Good,G,SI1,61.8,60.0,537.0,4.53,4.57,2.81,2022-09-21,Kiribati
48966,0.34,Very Good,H,VS2,61.9,56.0,537.0,4.46,4.49,2.77,2022-09-17,Japan
48967,0.34,Ideal,H,VS2,62.2,56.0,537.0,4.48,4.53,2.8,2022-09-05,India
48968,0.34,Ideal,H,VS2,62.6,54.0,537.0,4.45,4.5,2.8,2022-09-09,Bahrain
48969,0.34,Ideal,H,VS2,61.5,54.0,537.0,4.5,4.54,,2022-09-13,Guatemala
48970,0.34,Very Good,H,VS2,61.9,60.0,537.0,4.42,4.46,2.75,2022-09-26,United Kingdom
48971,0.36,Ideal,G,SI1,62.7,55.0,537.0,4.54,,2.86,2022-09-20,Guyana
48972,0.34,Ideal,I,VS1,62.4,55.0,537.0,4.47,4.51,2.8,2022-09-19,Bolivia
48973,0.36,Very Good,G,SI1,61.2,63.0,537.0,4.56,4.59,2.8,2022-09-03,Dominica
48974,0.34,Ideal,I,VS1,62.6,56.0,537.0,4.44,4.47,2.79,2022-09-08,Ethiopia
48975,0.34,Good,H,VS2,63.3,56.0,537.0,4.39,,2.8,2022-08-30,Afghanistan
48976,0.34,Ideal,H,VS2,62.5,54.0,537.0,4.49,,2.82,2022-09-26,Cameroon
48977,0.36,Premium,,SI2,61.5,,537.0,,4.6,2.81,2022-09-07,Paraguay
48978,0.36,Premium,D,SI2,60.0,58.0,537.0,4.58,4.62,2.76,2022-09-13,Barbados
48979,0.36,,D,SI2,62.3,57.0,537.0,4.52,4.57,2.83,2022-09-13,Hungary
48980,0.34,Premium,H,VS2,62.6,60.0,537.0,4.42,4.46,2.78,2022-09-17,Switzerland
48981,0.34,Ideal,H,VS2,60.5,56.0,537.0,4.54,,2.76,2022-09-08,Senegal
48982,0.34,Ideal,H,VS2,61.4,57.0,,4.48,4.55,2.77,2022-09-24,Denmark
48983,0.24,Very Good,F,VVS2,61.4,57.0,538.0,4.03,4.06,2.48,2022-09-10,Bhutan
48984,0.24,Very Good,F,VVS2,61.9,56.0,538.0,4.0,4.02,2.48,2022-09-25,Argentina
48985,0.38,Very Good,J,SI1,63.2,59.0,538.0,4.59,,2.91,2022-09-04,Indonesia
48986,,Ideal,F,VVS2,61.4,,,3.96,,2.44,2022-08-31,Mongolia
48987,0.36,Ideal,H,SI1,62.3,53.0,538.0,4.57,,2.86,2022-09-22,Russian Federation
48988,0.36,Ideal,H,SI1,61.6,,538.0,4.6,4.62,2.84,2022-09-18,Guadeloupe
48989,0.36,Ideal,,SI1,,54.0,538.0,4.56,4.62,2.83,2022-09-12,Malawi
48990,0.36,Ideal,H,SI1,62.4,53.0,538.0,4.58,4.59,2.86,2022-09-06,Poland
48991,0.72,Ideal,I,VS1,61.0,57.0,2048.0,,5.83,3.56,2022-09-26,French Guiana
48992,,Good,I,VS1,61.8,61.0,2048.0,5.67,5.72,,2022-09-15,Georgia
48993,0.7,Good,H,SI1,64.2,60.0,2048.0,5.52,5.6,3.57,2022-09-05,Tuvalu
48994,0.7,Fair,H,SI1,,57.0,2048.0,5.53,5.59,3.64,,Botswana
48995,,Fair,H,SI1,65.2,58.0,2048.0,5.49,5.55,3.6,2022-09-19,New Caledonia
48996,0.91,,,I1,,57.0,2048.0,6.12,6.06,3.84,2022-09-23,Gabon
48997,0.71,Premium,H,SI1,62.3,61.0,2049.0,5.65,5.61,3.51,2022-09-11,Antigua And Barbuda
48998,0.59,Ideal,I,VVS1,61.2,56.0,2049.0,5.42,5.46,3.33,2022-09-10,American Samoa
48999,0.71,,H,SI1,65.1,55.0,2049.0,5.69,5.65,3.69,2022-09-25,Bangladesh
49000,0.72,Very Good,G,SI2,59.7,56.0,2050.0,5.83,5.89,3.5,2022-09-22,Guadeloupe
49001,,Fair,G,SI2,64.7,60.0,2050.0,5.68,5.64,,2022-09-08,Czech Republic
49002,0.67,Premium,G,VS2,61.0,57.0,2050.0,5.68,5.63,3.45,2022-08-30,Sao Tome
49003,0.67,Premium,G,,61.0,61.0,2050.0,5.66,5.61,3.44,2022-09-19,Colombia
49004,0.74,Premium,,SI2,61.0,60.0,2051.0,5.8,5.75,3.52,2022-09-28,Somalia
49005,0.51,Very Good,F,VVS2,62.7,56.0,2051.0,5.11,5.13,3.21,2022-09-16,Martinique
49006,0.53,Ideal,G,VVS2,60.4,,2051.0,5.29,5.24,3.18,2111-08-19,Nigeria
49007,0.53,Ideal,,VVS2,61.7,56.0,2051.0,5.23,5.2,3.22,2022-09-20,Netherlands
49008,0.53,Ideal,G,VVS2,61.4,57.0,2051.0,5.26,5.19,3.21,2022-09-21,Kazakhstan
49009,0.53,Ideal,G,VVS2,62.2,54.0,2051.0,5.22,5.17,3.23,2022-09-07,Equatorial Guinea
49010,0.7,Fair,H,SI1,64.7,58.0,2051.0,5.59,5.54,3.6,2022-09-09,Christmas Island
49011,0.57,Premium,F,,62.1,59.0,2052.0,5.31,5.28,3.29,2022-09-27,Turkmenistan
49012,0.71,Very Good,I,VS2,62.3,58.0,2052.0,5.68,5.72,3.55,2022-09-21,Gabon
49013,0.62,Ideal,H,VVS2,62.0,56.0,2052.0,5.46,5.48,3.39,2022-09-06,Uruguay
49014,0.5,Very Good,F,VVS2,61.8,56.0,2052.0,5.11,5.15,3.17,2104-02-29,Belarus
49015,0.5,Ideal,F,VVS2,62.0,55.0,2052.0,5.1,5.12,3.17,2022-09-27,Norfolk Island
49016,0.5,Premium,F,VVS2,61.9,58.0,2052.0,5.07,5.1,3.15,2022-09-03,Anguilla
49017,0.5,Very Good,F,VVS2,63.0,57.0,2052.0,5.01,5.05,3.17,2022-09-18,Costa Rica
49018,0.5,Ideal,F,VVS2,61.6,56.0,2052.0,5.08,5.11,3.14,2022-09-27,Gibraltar
49019,0.5,Ideal,F,VVS2,62.2,54.0,2052.0,5.09,5.11,,2022-09-13,Sierra Leone
49020,,Premium,F,VVS2,62.3,58.0,2052.0,5.06,5.11,3.17,2022-09-22,Macau
49021,0.71,Ideal,J,VS2,62.0,,2052.0,5.7,5.75,3.55,2022-09-02,Chad
49022,0.5,Good,F,VVS2,58.5,62.0,2052.0,5.23,,3.07,2022-08-30,Spain
49023,0.57,Ideal,,VVS1,60.9,56.0,2052.0,5.38,5.36,3.27,2022-09-16,Kenya
49024,0.57,Ideal,F,VS1,62.6,56.0,2052.0,5.33,5.27,3.32,2022-09-03,Moldova
49025,0.57,Ideal,F,VS1,61.9,56.0,2052.0,5.39,5.3,3.31,2022-09-03,Indonesia
49026,0.76,Premium,J,VS2,59.9,59.0,2052.0,5.94,,3.55,2022-09-21,Macau
49027,0.59,,,IF,63.7,59.0,2053.0,5.3,5.28,3.37,2022-09-03,American Samoa
49028,0.56,Ideal,D,,61.9,57.0,,5.27,5.3,3.27,2022-09-18,Solomon Islands
49029,0.61,Ideal,H,VS1,60.8,56.0,2053.0,5.51,5.47,3.34,2022-09-27,Bosnia And Herzegowina
49030,0.51,Very Good,F,VVS2,60.8,56.0,2054.0,5.18,5.21,3.16,2022-09-06,Chile
49031,0.77,Very Good,I,VS2,62.4,63.0,2054.0,,5.84,,2022-09-03,Korea (South)
49032,0.51,Ideal,F,VVS2,60.4,56.0,2054.0,5.18,5.22,3.14,2022-09-18,Burundi
49033,0.73,Ideal,J,VS2,62.8,55.0,2054.0,5.69,5.72,3.58,2022-09-17,Sudan
49034,0.55,Ideal,,VS1,61.4,57.0,2054.0,5.26,5.29,3.24,2022-09-20,Peru
49035,0.7,Ideal,I,SI1,61.9,58.0,2054.0,5.67,,3.52,2022-09-10,French S. Territories
49036,0.62,Ideal,E,SI1,61.7,54.0,2054.0,5.53,5.49,3.4,2022-09-11,Netherlands
49037,0.71,Very Good,H,SI2,63.3,58.0,2055.0,5.65,5.69,3.59,2022-09-03,Australia
49038,0.52,Ideal,G,IF,61.5,56.0,2055.0,5.16,5.21,3.19,2022-09-13,Lithuania
49039,0.56,Ideal,G,VVS1,62.3,55.0,2055.0,5.25,5.31,3.29,,Cameroon
49040,0.66,Good,G,VS1,59.0,62.0,2055.0,5.66,5.72,3.35,2022-09-21,Tokelau
49041,0.71,Fair,G,SI2,64.8,58.0,2055.0,5.6,5.57,3.62,2022-09-19,Guatemala
49042,0.5,Premium,E,VS1,61.9,59.0,2055.0,5.1,5.08,3.15,2022-09-24,Guatemala
49043,0.51,Very Good,E,VVS2,62.1,55.0,2056.0,5.14,5.16,3.2,2022-09-21,Sweden
49044,0.7,Ideal,G,SI2,62.9,56.0,,5.69,5.66,3.57,2022-09-19,India
49045,0.7,Premium,G,SI2,61.8,61.0,2056.0,5.66,5.63,3.49,2022-09-08,Burundi
49046,0.71,Good,H,SI1,63.4,54.0,2056.0,5.6,5.67,3.57,2022-08-31,Kuwait
49047,0.51,Ideal,D,VS2,61.6,,2056.0,5.19,5.14,3.18,2111-04-25,Germany
49048,,Ideal,I,VS2,62.4,56.0,2056.0,5.71,5.66,,2022-09-19,Philippines
49049,0.72,Good,H,SI2,57.9,58.0,2056.0,5.98,5.91,3.44,2022-09-22,Finland
49050,0.51,Premium,F,VVS2,62.3,58.0,2056.0,5.1,5.08,3.17,2022-09-25,Brazil
49051,0.7,Premium,G,SI2,58.1,60.0,2056.0,5.81,5.79,3.37,2022-09-19,Afghanistan
49052,0.51,Ideal,D,VS2,62.5,56.0,2056.0,5.13,5.11,3.2,2022-09-04,Palau
49053,0.73,Very Good,G,SI2,62.2,58.0,2057.0,5.71,5.77,3.57,2022-09-05,Panama
49054,0.7,Very Good,G,SI2,60.6,58.0,2057.0,5.72,5.77,3.48,2022-09-18,Cyprus
49055,0.61,Very Good,I,IF,60.2,57.0,2057.0,5.49,5.58,3.33,2100-07-18,Sudan
49056,0.59,Ideal,G,,61.9,56.0,2057.0,5.38,5.42,3.34,2022-09-11,French Polynesia
49057,0.56,Ideal,D,VS1,62.6,55.0,2057.0,5.25,5.29,3.3,2022-09-24,Dominican Republic
49058,0.69,Good,E,,58.7,64.0,2057.0,5.73,5.79,3.38,2022-09-11,Syrian Arab Republic
49059,,Very Good,H,SI2,60.7,57.0,2058.0,5.72,5.75,3.48,2022-09-12,Norway
49060,0.7,Very Good,G,SI2,62.6,56.0,2058.0,5.65,5.69,3.55,2022-09-08,Cambodia
49061,0.7,Very Good,I,SI1,59.4,62.0,2058.0,5.77,5.82,3.44,2022-09-18,Cook Islands
49062,0.72,Ideal,F,SI2,61.9,57.0,2058.0,5.74,5.79,3.57,2022-09-02,Virgin Islands (U.S.)
49063,0.72,Premium,F,SI2,61.7,58.0,2058.0,5.73,5.78,3.55,2022-08-30,United Arab Emirates
49064,0.7,,F,SI1,63.1,64.0,,5.58,5.61,3.53,2022-09-23,Sri Lanka
49065,0.7,Very Good,F,SI1,58.4,63.0,2058.0,5.77,5.84,3.39,,Portugal
49066,0.56,Ideal,,VVS2,60.7,56.0,2058.0,5.32,5.33,,,American Samoa
49067,0.7,Ideal,E,SI1,61.8,57.0,2058.0,5.71,5.68,3.52,2022-09-24,Nepal
49068,0.74,Good,J,SI1,59.9,64.0,2058.0,5.82,5.86,3.5,2022-09-12,Dominican Republic
49069,1.0,Premium,H,,62.7,59.0,2058.0,6.39,6.33,3.98,2022-09-04,Sierra Leone
49070,0.73,Ideal,E,SI2,59.9,57.0,2059.0,5.87,5.82,3.5,2022-09-08,Equatorial Guinea
49071,0.57,Premium,,VVS2,60.2,60.0,2059.0,5.44,5.36,3.25,2022-08-30,Mexico
49072,0.53,Ideal,H,IF,61.4,55.0,2059.0,5.21,5.24,3.21,2022-09-06,Lesotho
49073,0.48,Ideal,F,,62.0,54.0,2059.0,5.0,5.05,3.11,2022-09-16,St.Pierre
49074,0.7,Good,F,,64.3,63.0,2059.0,5.58,5.55,3.58,2022-09-13,Liechtenstein
49075,0.64,Very Good,H,VVS2,60.0,,2060.0,5.59,5.65,3.37,2022-09-08,Haiti
49076,0.64,Very Good,G,VS1,60.4,62.0,2060.0,5.54,5.58,3.36,,Singapore
49077,0.54,Ideal,G,VVS2,61.5,57.0,2060.0,5.21,,3.22,2022-09-11,Armenia
49078,0.71,Premium,F,SI2,62.3,60.0,2060.0,5.67,5.7,3.54,2022-08-31,Viet Nam
49079,0.74,Fair,G,SI1,64.8,59.0,2060.0,5.63,5.6,3.64,2022-09-15,
49080,0.51,Premium,E,VVS2,61.0,61.0,2060.0,5.17,5.13,3.14,2022-09-22,Saudi Arabia
49081,0.57,,G,VS1,61.1,57.0,2060.0,5.34,5.36,3.27,2022-09-12,Senegal
49082,0.71,Very Good,J,VS1,62.4,58.0,2061.0,5.67,5.7,3.55,2022-09-12,Virgin Islands (British)
49083,0.7,Ideal,,SI2,62.0,56.0,2061.0,5.71,5.74,3.55,2022-09-18,Cayman Islands
49084,0.6,Ideal,E,VS2,62.0,57.0,2061.0,5.41,5.42,3.36,2022-09-12,Bermuda
49085,0.6,Ideal,D,VS2,62.8,57.0,2061.0,5.37,5.39,3.38,2022-09-11,Sierra Leone
49086,0.6,Ideal,,VS1,62.2,55.0,2061.0,5.41,5.45,3.38,2022-09-02,Kenya
49087,0.57,Ideal,E,VS1,60.8,54.8,2061.0,5.36,,3.27,2022-09-28,Senegal
49088,0.56,Ideal,D,SI1,61.8,,2061.0,5.32,5.36,3.3,2022-09-11,Dominican Republic
49089,0.53,Premium,E,VS2,59.6,58.0,2061.0,5.36,5.32,3.18,2022-09-06,Senegal
49090,0.51,Very Good,E,VVS2,,58.0,2062.0,5.19,5.21,3.12,2022-09-19,Taiwan
49091,0.71,Very Good,J,VS1,63.3,57.0,2062.0,5.59,5.69,3.57,2022-09-03,Libya
49092,0.7,Good,F,SI2,62.2,59.0,2062.0,5.62,5.64,3.5,2022-09-26,Antigua And Barbuda
49093,0.72,Good,J,VS1,63.7,54.0,2062.0,5.71,5.68,3.63,2022-09-06,Belize
49094,0.62,Ideal,D,SI1,62.2,55.0,2062.0,5.51,5.45,3.41,2022-09-07,Finland
49095,0.51,Very Good,G,IF,63.8,58.0,2063.0,5.06,5.09,3.24,2022-09-01,Uzbekistan
49096,0.71,Very Good,I,SI1,60.2,58.0,2063.0,5.76,5.83,3.49,2022-09-04,Benin
49097,0.52,Ideal,G,VVS1,61.6,55.0,2063.0,5.14,5.18,3.18,2022-09-17,Nigeria
49098,0.51,Ideal,H,IF,59.6,59.0,2063.0,5.2,,,2022-09-14,Palau
49099,0.64,Good,F,VS2,59.3,60.7,2063.0,5.59,5.66,3.34,2022-09-16,Pitcairn
49100,0.64,Fair,F,,57.0,62.5,2063.0,5.67,5.78,3.26,2022-09-06,Tunisia
49101,0.52,Very Good,F,VVS2,62.1,58.0,2064.0,5.12,5.16,3.19,2022-09-02,Netherlands Antilles
49102,0.52,Very Good,F,VVS2,58.9,60.0,2064.0,5.23,,3.1,,Germany
49103,0.55,Ideal,G,VVS2,60.8,56.9,2064.0,5.27,5.31,3.22,2022-09-14,Syrian Arab Republic
49104,0.55,,G,VVS2,61.2,55.8,2064.0,5.27,5.33,3.24,2022-09-28,Luxembourg
49105,0.55,Ideal,G,VVS2,62.0,53.8,2064.0,5.25,5.28,3.27,2022-09-20,Kiribati
49106,0.63,Premium,E,VS1,61.8,60.0,,5.51,5.49,3.4,,Singapore
49107,0.52,Ideal,F,VVS2,62.5,57.0,2064.0,5.15,5.19,3.23,2022-09-11,Brunei Darussalam
49108,0.63,Ideal,I,VVS1,62.8,58.0,2064.0,5.44,5.49,3.43,2022-09-21,France
49109,0.98,Premium,I,I1,59.6,60.0,2064.0,6.43,6.3,3.79,2022-09-02,Bolivia
49110,0.98,Premium,I,I1,62.5,60.0,2064.0,,6.25,3.93,2022-09-24,Benin
49111,0.52,Ideal,G,VVS1,60.7,,2065.0,5.19,5.29,3.18,2022-08-30,Indonesia
49112,0.57,Ideal,F,VS1,61.4,55.0,2065.0,,5.39,3.3,2022-08-31,Virgin Islands (British)
49113,0.5,Good,D,VVS2,57.8,62.0,,5.23,5.28,3.04,2022-09-27,Greece
49114,0.6,Good,E,VS1,58.1,63.0,2065.0,5.53,5.63,3.24,2022-09-17,Nicaragua
49115,0.62,,F,VS2,61.4,59.0,2065.0,5.5,5.47,3.37,2022-09-26,Norway
49116,0.72,Very Good,J,VS1,62.8,58.0,2066.0,5.71,5.73,3.59,2022-09-24,Central African Rep
49117,0.72,Very Good,J,VS1,64.0,57.0,2066.0,,5.71,3.64,2022-09-25,Kazakhstan
49118,0.67,Very Good,I,IF,61.4,56.0,2066.0,5.59,5.65,3.45,2022-09-12,Ukraine
49119,0.56,Ideal,G,VVS2,61.6,55.0,2066.0,5.32,5.35,3.28,,Panama
49120,0.7,Very Good,H,SI1,60.9,62.0,2066.0,5.67,5.72,3.47,2022-09-19,French Polynesia
49121,0.7,Good,H,SI1,63.4,61.0,2066.0,5.58,5.62,3.55,2022-09-17,Bouvet Island
49122,0.7,Very Good,H,SI1,62.4,59.0,,,5.75,3.55,2022-09-03,Cote D`ivoire
49123,0.7,Good,H,SI1,63.8,58.0,2066.0,5.59,5.66,3.59,2022-09-28,Bermuda
49124,0.7,Very Good,E,SI2,63.1,54.0,2066.0,5.73,5.65,3.59,2022-09-06,Paraguay
49125,0.56,Ideal,D,VS2,61.4,55.0,2066.0,5.35,5.33,3.28,2022-09-19,Eritrea
49126,0.56,Ideal,D,VS2,60.6,56.0,,5.37,5.33,3.24,2022-09-19,Haiti
49127,0.56,Ideal,,VS2,61.4,57.0,2066.0,5.36,5.32,,2022-09-17,Canada
49128,0.56,Ideal,D,VS2,61.2,56.0,,5.35,5.3,3.26,2022-09-20,Somalia
49129,,Ideal,D,VS2,60.9,56.0,2066.0,5.36,5.31,3.25,2022-09-19,Virgin Islands (British)
49130,0.56,Ideal,D,VS2,60.9,56.0,2066.0,5.35,5.32,3.25,2022-09-27,New Caledonia
49131,0.56,Ideal,D,VS2,61.0,57.0,2066.0,5.35,5.28,3.24,2022-09-13,Mexico
49132,0.56,Ideal,D,VS2,61.1,56.0,,5.33,5.3,3.25,,Kiribati
49133,0.56,Premium,D,VS2,61.1,58.0,2066.0,5.34,5.3,3.25,2022-09-16,Belgium
49134,0.56,,D,VS2,62.8,,2066.0,5.29,5.25,3.31,2022-09-24,San Marino
49135,0.56,Ideal,D,VS2,61.9,,2066.0,5.3,5.26,3.27,2022-09-08,Nauru
49136,0.56,Ideal,D,VS2,61.6,56.0,2066.0,5.31,5.27,,2022-09-20,Central African Rep
49137,0.56,Ideal,D,VS2,61.5,57.0,2066.0,5.33,5.28,3.26,2022-09-14,Germany
49138,0.56,Ideal,D,VS2,62.2,56.0,2066.0,5.28,5.24,3.27,2022-08-30,Madagascar
49139,0.56,,D,VS2,62.1,57.0,2066.0,5.28,5.25,3.27,2022-09-18,Suriname
49140,0.51,Ideal,D,,61.6,57.0,2066.0,5.16,5.13,3.17,2022-09-14,Malawi
49141,0.56,Ideal,E,VS2,61.1,57.0,2066.0,5.37,5.33,3.27,2022-09-27,Slovakia
49142,1.05,Good,E,I1,64.1,58.0,2066.0,6.46,6.32,4.09,2022-09-16,Turkmenistan
49143,,Ideal,D,,60.8,,,5.24,5.27,3.2,2022-09-22,Senegal
49144,0.58,Ideal,D,VS1,61.4,57.0,2067.0,5.41,5.34,3.3,2022-09-17,Ghana
49145,0.5,Very Good,D,VS1,62.1,58.0,2068.0,5.07,5.1,3.16,2022-09-19,Trinidad And Tobago
49146,0.59,Very Good,E,VS2,60.8,57.0,2068.0,5.37,5.42,,2022-09-12,Netherlands
49147,0.72,Ideal,G,SI2,61.9,57.0,2068.0,,5.77,3.56,2022-08-30,Georgia
49148,0.72,Good,I,VS2,63.3,59.0,2068.0,5.62,5.66,,2022-09-22,Spain
49149,0.96,Fair,G,I1,64.5,60.0,2068.0,6.16,6.11,3.96,2022-09-20,Slovenia
49150,0.57,,E,VS1,61.4,57.0,2068.0,5.37,5.32,3.28,2022-08-31,St. Helena
49151,0.6,Ideal,E,SI1,61.2,57.0,2069.0,5.43,5.45,,2022-09-11,Guadeloupe
49152,0.74,Fair,E,SI1,66.0,56.0,2069.0,5.6,5.67,3.72,2022-09-21,Namibia
49153,0.57,Premium,E,VS2,61.9,60.0,,5.35,5.31,3.3,2022-09-16,Guadeloupe
49154,0.7,Very Good,F,SI2,62.3,58.0,2070.0,5.65,5.71,3.54,2022-09-22,Equatorial Guinea
49155,0.59,Ideal,,VVS2,62.2,56.0,2070.0,5.4,5.37,3.35,2022-09-07,Micronesia
49156,0.5,Ideal,G,VVS1,62.7,57.0,2070.0,5.1,5.07,3.19,2022-09-11,Ghana
49157,0.5,Very Good,G,VVS1,63.3,56.0,2070.0,5.1,5.07,3.22,2022-09-13,Japan
49158,0.5,Premium,G,,61.0,60.0,2070.0,5.12,,3.11,2022-09-26,Dominican Republic
